solver,update,branch,status,theta_dim,decision_dim,gradient_rank,solve_time_sec,feasible_x,objective_value,active_rows
full,212,feasible,optimal,25994,25994,5,0.5512847999998485,0.40962940774796625,0.40962940774796625,
full,213,feasible,optimal,25994,25994,5,0.6741976000012073,0.4124665507704654,0.4124665507704654,
full,214,feasible,optimal,25994,25994,5,0.5778933000001416,0.41504731263689154,0.41504731263689154,
full,215,feasible,optimal,25994,25994,5,0.5229653999995207,0.41673251707117054,0.41673251707117054,
full,216,feasible,optimal,25994,25994,5,0.5278903000016726,0.4206584710213749,0.4206584710213749,
full,217,feasible,optimal,25994,25994,5,0.5360617999995156,0.4270804386169484,0.4270804386169484,
full,218,feasible,optimal,25994,25994,5,0.5795513000011852,0.4364242995589863,0.4364242995589863,
full,219,feasible,optimal,25994,25994,5,0.47257900000113295,0.44353972528223246,0.44353972528223246,
full,220,feasible,optimal,25994,25994,5,0.539061400000719,0.45085205057351363,0.45085205057351363,
full,221,feasible,optimal,25994,25994,5,0.5230215999999928,0.45590256972579685,0.45590256972579685,
full,222,feasible,optimal,25994,25994,5,0.5151455000013812,0.4610661487791537,0.4610661487791537,
full,223,feasible,optimal,25994,25994,5,0.5218484000015451,0.4660974868623081,0.4660974868623081,
full,224,feasible,optimal,25994,25994,5,0.4782630000008794,0.46665541989701287,0.46665541989701287,
full,225,feasible,optimal,25994,25994,5,0.5004684000014095,0.4651254995739044,0.4651254995739044,
full,226,feasible,optimal,25994,25994,5,0.5125102999991213,0.4635689603317893,0.4635689603317893,
full,227,feasible,optimal,25994,25994,5,0.5309507999991183,0.4611857342327572,0.4611857342327572,
full,228,feasible,optimal,25994,25994,5,0.5947249999990163,0.45584071984233365,0.45584071984233365,
full,229,feasible,optimal,25994,25994,5,0.5159845999987738,0.4537533745086455,0.4537533745086455,
full,230,feasible,optimal,25994,25994,5,0.5017033999993146,0.451109768892122,0.451109768892122,
full,231,feasible,optimal,25994,25994,5,0.5174330999998347,0.4464712659156525,0.4464712659156525,
full,232,feasible,optimal,25994,25994,5,0.5213242999998329,0.4435744142191047,0.4435744142191047,
full,233,feasible,optimal,25994,25994,5,0.513728900001297,0.44337332545666963,0.44337332545666963,
full,234,feasible,optimal,25994,25994,5,0.5147381000006135,0.4448969026971095,0.4448969026971095,
full,235,feasible,optimal,25994,25994,5,0.4616333999983908,0.44942908694535866,0.44942908694535866,
full,236,feasible,optimal,25994,25994,5,0.49438829999962763,0.4511061416071846,0.4511061416071846,
full,237,feasible,optimal,25994,25994,5,0.4753951999991841,0.4516438610336289,0.4516438610336289,
full,238,feasible,optimal,25994,25994,5,0.4720476000002236,0.4538498422307569,0.4538498422307569,
full,239,feasible,optimal,25994,25994,5,0.47527350000018487,0.45045980419826487,0.45045980419826487,
full,240,feasible,optimal,25994,25994,5,0.48660390000077314,0.4449303583707715,0.4449303583707715,
full,241,feasible,optimal,25994,25994,5,0.49551790000077744,0.4422580969664019,0.4422580969664019,
full,242,feasible,optimal,25994,25994,5,0.489602499999819,0.4385176306868192,0.4385176306868192,
full,243,feasible,optimal,25994,25994,5,0.4758844999996654,0.4338147162955393,0.4338147162955393,
full,244,feasible,optimal,25994,25994,5,0.5040893999994296,0.429908001270414,0.429908001270414,
full,245,feasible,optimal,25994,25994,5,0.4698948000004748,0.4251147144389776,0.4251147144389776,
full,246,feasible,optimal,25994,25994,5,0.5003661000009743,0.419825088668731,0.419825088668731,
full,247,feasible,optimal,25994,25994,5,0.5213812999991205,0.4156168416490013,0.4156168416490013,
full,248,feasible,optimal,25994,25994,5,0.5180789999994886,0.40998819764339406,0.40998819764339406,
full,249,feasible,optimal,25994,25994,5,0.481563900000765,0.405839276790349,0.405839276790349,
full,250,feasible,optimal,25994,25994,5,0.4716504999996687,0.40245305136805043,0.40245305136805043,
full,251,feasible,optimal,25994,25994,5,0.5234768000009353,0.397451744758145,0.397451744758145,
full,252,feasible,optimal,25994,25994,5,0.4688771999990422,0.39169827352813913,0.39169827352813913,
full,253,feasible,optimal,25994,25994,5,0.48453649999828485,0.3851513262009575,0.3851513262009575,
full,254,feasible,optimal,25994,25994,5,0.4883289999997942,0.38053841333236926,0.38053841333236926,
full,255,feasible,optimal,25994,25994,5,0.472583200000372,0.37618526559084015,0.37618526559084015,
full,256,feasible,optimal,25994,25994,5,0.4884665000008681,0.3717301769046005,0.3717301769046005,
full,257,feasible,optimal,25994,25994,5,0.4944593000000168,0.36648083108462665,0.36648083108462665,
full,258,feasible,optimal,25994,25994,5,0.46914599999945494,0.3662222628626154,0.3662222628626154,
full,259,feasible,optimal,25994,25994,5,0.46948340000017197,0.3699962337040561,0.3699962337040561,
full,260,feasible,optimal,25994,25994,5,0.47688059999927646,0.37238630425735597,0.37238630425735597,
full,261,feasible,optimal,25994,25994,5,0.49564060000011523,0.3765857658212094,0.3765857658212094,
full,262,feasible,optimal,25994,25994,5,0.47068250000120315,0.3824853751934971,0.3824853751934971,
full,263,feasible,optimal,25994,25994,5,0.463431700000001,0.3889684307621349,0.3889684307621349,
full,264,feasible,optimal,25994,25994,5,0.4773626999995031,0.3905640924056904,0.3905640924056904,
full,265,feasible,optimal,25994,25994,5,0.4975650999986101,0.3929662784246877,0.3929662784246877,
full,266,feasible,optimal,25994,25994,5,0.47648300000037125,0.3949855675037785,0.3949855675037785,
